Open,High,Low,Adj Close,Volume,PChange,Day of Week,Month of Year,Day of Month
-0.6663666345736793,-0.6787799757278437,-0.6664030187137119,-0.6713865833868011,-0.829256809774689,0.0,2,3,17
-0.6720087711874722,-0.6747488123547621,-0.6677141292854133,-0.6597295670169281,-0.8249747786122632,1.0,3,3,18
-0.6594555634678746,-0.6664690999563155,-0.6623880791734009,-0.6690061047775916,-0.7555879385719091,0.0,4,3,19
-0.6692108576339615,-0.6813567783594616,-0.6648459307783985,-0.6702920196598984,-0.8816276202219483,0.0,0,3,22
-0.6703988227540683,-0.6856616771867895,-0.6886914170143854,-0.6918566380829999,-0.8226656204461383,0.0,1,3,23
-0.6919571319841923,-0.7042238032031225,-0.6894296376018266,-0.6923487390780041,-0.8552180248851027,0.0,2,3,24
-0.6926136465947658,-0.6905148194670697,-0.6855229319284406,-0.675628956548537,-0.8384486044165453,1.0,3,3,25
-0.675706877340343,-0.6893904473520054,-0.6774114449241829,-0.6770242700164275,-0.8704181145611479,0.0,4,3,26
-0.6771639374010487,-0.6709102396026452,-0.6700980626661316,-0.6588262585937779,-0.8640735343571349,1.0,0,3,29
-0.659198311105475,-0.6745185933152388,-0.6649010090227098,-0.6680485782428539,-0.8530209617755857,0.0,1,3,30
-0.6680189450535136,-0.6746667985448177,-0.674051003291768,-0.6805822278764451,-0.7683443560138998,0.0,2,3,31
-0.6806312668790115,-0.6907065407161577,-0.6756081872941873,-0.6760115626132425,-0.8657101221836118,1.0,3,4,1
-0.6757334498411726,-0.6726106436512083,-0.6686698750338735,-0.6587720402849646,-0.8594103800022419,1.0,0,4,5
-0.6590997231848659,-0.671897309156443,-0.6608309912380875,-0.6630952106688437,-0.8509359937226768,0.0,1,4,6
-0.6631762948584098,-0.6660303699912626,-0.6569528340312588,-0.6510822636895358,-0.8048200874341442,1.0,2,4,7
-0.6510569127345451,-0.6542401420565465,-0.6466551377625585,-0.6399991078992184,-0.8143705862571461,1.0,3,4,8
-0.6400860213245512,-0.6539388111837665,-0.643240674623996,-0.6423520450354641,-0.8396143930052685,0.0,4,4,9
-0.6424116955835306,-0.6412435275051969,-0.6430220924295251,-0.6260148677818,-0.8293240668086538,1.0,0,4,12
-0.6259958435981379,-0.6335121546954952,-0.6213893452357346,-0.6205418568523069,-0.8208720995404103,1.0,1,4,13
-0.6206612167082093,-0.622873991220597,-0.6163359949898759,-0.6188999151144632,-0.7784553301199417,1.0,2,4,14
-0.6189921537745533,-0.6254231023966925,-0.6152709582426097,-0.6138647874628378,-0.7114897433023204,1.0,3,4,15
-0.6138754988618162,-0.6235192046636386,-0.6144854452757487,-0.6107910340784877,-0.7642640959533684,1.0,4,4,16
-0.61088531934271,-0.5992401785044115,-0.6126881468576231,-0.6160529524556222,-0.6937787243582558,0.0,0,4,19
-0.6161459096618984,-0.6258548845005827,-0.6197474776858534,-0.6152621230850008,-0.7646228001345141,1.0,1,4,20
-0.6153148440534195,-0.6174516677441535,-0.6111231772856005,-0.6021594282339564,-0.8054702387624706,1.0,2,4,21
-0.6023347426519634,-0.6004189693072972,-0.595445313036346,-0.5877856477962915,-0.7772222844972537,1.0,3,4,22
-0.5879980951240273,-0.6003339637277849,-0.5888839936907562,-0.5914845916012064,-0.7789933863916602,0.0,4,4,23
-0.5915837496271295,-0.6028514261711211,-0.5885739026565602,-0.5886327170383221,-0.8241228561820424,1.0,0,4,26
-0.5886763681872673,-0.5911382926207622,-0.5817527631301913,-0.5774776241895732,-0.7871763255240445,1.0,1,4,27
-0.5775526862037925,-0.5824801539771436,-0.5727041788138063,-0.5761226605194136,-0.7956955498262527,1.0,2,4,28
-0.5762917427556857,-0.5831876027482248,-0.5703644614996759,-0.5728753722573465,-0.7841945970182715,1.0,3,4,29
-0.5731201762508469,-0.5798776859542949,-0.5880945396102524,-0.5816854248836381,-0.7452527743526511,0.0,4,4,30
-0.5817870561256566,-0.5746430308079278,-0.578115777667809,-0.5594334059518471,-0.8071516646115906,1.0,0,5,3
-0.5595406533909331,-0.5726057878896476,-0.5670670762091048,-0.5721130488915787,-0.7814370586257147,0.0,1,5,4
-0.5724704976281003,-0.5805001281578293,-0.576171796787547,-0.5652791999268618,-0.7703620670328439,1.0,2,5,5
-0.5659449207701808,-0.5780666101445613,-0.5686458879092893,-0.5661262691688926,-0.7536150655756082,0.0,3,5,6
-0.5662032329527269,-0.5727470462460986,-0.560640615984723,-0.5577669076521719,-0.8128460934872772,1.0,4,5,7
-0.5581161348367103,-0.5661549043113685,-0.5588363969946637,-0.560167127658336,-0.8133393117363524,0.0,0,5,10
-0.5608676428588142,-0.5659848931523441,-0.5570046876542221,-0.5583033070990264,-0.8052460486492546,1.0,1,5,11
-0.5586612570261338,-0.5717856418859246,-0.5725349068016943,-0.560845571954437,-0.8091245376078915,0.0,2,5,12
-0.5611437659350975,-0.5631838528466615,-0.554264427598052,-0.5503117210693587,-0.8247954265216905,1.0,3,5,13
-0.5505484530956974,-0.5655462590266729,-0.566897804196993,-0.5694297982884966,-0.8212308037215559,0.0,4,5,14
-0.5698056395152991,-0.5849304616668531,-0.5791306380538941,-0.5753318321349199,-0.8420132272166798,0.0,0,5,17
-0.5757978399486561,-0.5829366379406651,-0.5796227851121885,-0.5769608694005071,-0.804102679071853,0.0,1,5,18
-0.5770913252975975,-0.5867840881860338,-0.5740782494633871,-0.5719868935243337,-0.8310279116690954,1.0,2,5,19
-0.5720623781425509,-0.5814219725900893,-0.5672265436675217,-0.5740231908459139,-0.8449276986884879,0.0,3,5,20
-0.5740971983181498,-0.5870754814041528,-0.5750359174398276,-0.5777172227467853,-0.8399282591637709,0.0,4,5,21
-0.577761703440155,-0.5902807089880129,-0.5908584453639854,-0.5949360399351209,-0.8118372379778052,0.0,0,5,24
-0.5953241211116806,-0.600334928049812,-0.6003510201490105,-0.6071226188271504,-0.8174868288308486,0.0,1,5,25
-0.6072375662801746,-0.6036280561553351,-0.601483919054145,-0.5902528939429723,-0.8009415984755073,1.0,2,5,26
-0.5904391093630859,-0.6056090472847113,-0.6097953408992638,-0.6134496314791849,-0.799103239547136,0.0,3,5,27
-0.6133893953451861,-0.616653327669876,-0.6065490936252262,-0.6042973233748217,-0.8555991480775698,1.0,4,5,28
-0.6042680862808791,-0.6158609701466993,-0.6122678995316633,-0.600696028932298,-0.829032619661473,1.0,1,6,1
-0.6009279393611948,-0.6128889533719304,-0.6068139100829415,-0.6025075580770927,-0.8413630758883534,0.0,2,6,2
-0.6026660325709818,-0.6089783034764948,-0.5957199350320506,-0.5940465021005334,-0.8590516758210963,1.0,3,6,3
-0.5943323690231594,-0.5958710181520097,-0.5876171953511777,-0.5806204262631633,-0.8225086873668872,1.0,4,6,4
-0.5807853870782014,-0.5842655636052188,-0.5754946142468638,-0.5698183751615937,-0.8300414751709451,1.0,0,6,7
-0.570047198652496,-0.5850786668964321,-0.5812596554008393,-0.5839930030858795,-0.8394126219033741,0.0,1,6,8
-0.5840940519171978,-0.5968412990174008,-0.5863396317868459,-0.5914234398257541,-0.8456675260621007,0.0,2,6,9
-0.5915226132858014,-0.606694920324895,-0.6007368555683603,-0.5982297462327666,-0.8253110637820873,0.0,3,6,10
-0.5986268164520843,-0.6065694863348234,-0.6101486877227074,-0.6111243335411971,-0.8450397937450959,0.0,4,6,11
-0.6111869559869676,-0.6149845713660373,-0.6046326995561697,-0.603943318180493,-0.8685573366214551,1.0,0,6,14
-0.6040393317428108,-0.6075081194554901,-0.5972160817751473,-0.600821221838522,-0.8547696446586706,1.0,1,6,15
-0.6005680550016825,-0.5958087828239702,-0.5936568585008579,-0.5820887354966089,-0.8249523596009416,1.0,2,6,16
-0.5829031019492066,-0.5888954337191035,-0.5822262627364467,-0.5764993930079569,-0.8615850241004372,1.0,3,6,17
-0.5760098424272548,-0.5871120505505341,-0.5726589042373258,-0.57512574714103,-0.7697791727384823,1.0,4,6,18
-0.575308847805952,-0.5879262140031563,-0.5781433644790148,-0.5790287533911109,-0.8514067929604305,0.0,0,6,21
-0.5791310551516426,-0.5942762676355438,-0.5827872336079609,-0.5883329301528069,-0.8678175092478422,0.0,1,6,22
-0.5884328836279806,-0.603253586989793,-0.5918240920285349,-0.593733907383315,-0.8648133617307477,0.0,2,6,23
-0.5938324977034162,-0.6090098553818373,-0.6061593161079397,-0.6067537832523948,-0.8423046743638606,0.0,3,6,24
-0.6060998577328292,-0.6106361568156109,-0.5995842510950118,-0.6050054284317763,-0.8798116803048985,1.0,4,6,25
-0.6047738314689324,-0.6064756032620595,-0.5978243450260812,-0.594888659438521,-0.8582445914135187,1.0,0,6,28
-0.5949564384476485,-0.5943385988029652,-0.5901419481476973,-0.5790909642681379,-0.834144154242798,1.0,1,6,29
-0.5793371847478106,-0.575757560811303,-0.5805430617237279,-0.5637615833025182,-0.7377648245712365,1.0,2,6,30
-0.5643360309738685,-0.5681556749106842,-0.5635906143527265,-0.5543322156068544,-0.7931622015469119,1.0,3,7,1
-0.5545659108605165,-0.5623055244339106,-0.5483202144017398,-0.5471512002461503,-0.8712924560026903,1.0,4,7,2
-0.5474360975100971,-0.5527018057964974,-0.5438633995424158,-0.5475574958688658,-0.843739491088443,0.0,1,7,6
-0.5476677406742392,-0.5575826407179418,-0.5462010980693133,-0.5424059400175283,-0.8355789709673804,1.0,2,7,7
-0.5429848144453089,-0.5552360579162752,-0.5450474364640836,-0.5483691256394041,-0.8005604752830401,0.0,3,7,8
-0.5486033637019201,-0.5568940070947732,-0.5419006747492916,-0.5417807495969635,-0.8206030714045511,1.0,4,7,9
-0.5419240320806562,-0.5532965573349373,-0.5393759219527718,-0.5410628217180506,-0.8500392332698128,1.0,0,7,12
-0.5412683839593169,-0.5552360579162752,-0.5457335583639338,-0.5436229029497608,-0.8392556888241229,0.0,1,7,13
-0.5434846857650524,-0.5554238230737683,-0.5430848071474885,-0.5462775518935641,-0.8558233381907858,0.0,2,7,14
-0.5462628628055601,-0.5545790720378307,-0.5394074498776205,-0.5424996409230256,-0.8321264432238539,1.0,3,7,15
-0.5426171317812767,-0.5550167408534399,-0.5400305159277738,-0.5401891743515925,-0.8384934424391884,1.0,4,7,16
-0.540301278850948,-0.5511693874354879,-0.5383788438241974,-0.5423744490029296,-0.8399955161977357,0.0,0,7,19
-0.5424544232629827,-0.5574572067278705,-0.5571080188505817,-0.5612637139339627,-0.8208496805290887,0.0,1,7,20
-0.5610934131405256,-0.5705644920523558,-0.5594761881704462,-0.560607900291523,-0.8278668310727497,1.0,2,7,21
-0.5607148512994542,-0.5717214769257959,-0.5658967849547756,-0.5639173994306168,-0.8298397040690506,0.0,3,7,22
-0.5640235151525714,-0.5754443616637384,-0.5677039834031259,-0.5696625590334952,-0.8731532339423832,0.0,4,7,23
-0.5700787773493463,-0.5830769309870543,-0.5706647479801765,-0.5743762316069652,-0.8630198408250197,0.0,0,7,26
-0.574511287302292,-0.5730038967773425,-0.5676104567604616,-0.5629489910709589,-0.853962560251093,1.0,1,7,27
-0.5638677383509756,-0.5737241781452358,-0.5614084421706032,-0.563636295727997,-0.8723013115121624,0.0,2,7,28
-0.5638124758779572,-0.5789241937773106,-0.5822576951847658,-0.581463546062172,-0.8516085640623249,0.0,3,7,29
-0.5815652333042862,-0.5933060826095347,-0.5887707614798781,-0.594888659438521,-0.8337854500616524,0.0,4,7,30
-0.5950185370070817,-0.5966851816046319,-0.5919805790443666,-0.5957949535617055,-0.8649030377760341,0.0,0,8,2
-0.5958930236934346,-0.6029720355869528,-0.5921045774642921,-0.5927034804416091,-0.8468781526734671,1.0,1,8,3
-0.5929649427337613,-0.5928999656992682,-0.5865885892977545,-0.5929539609223542,-0.8200874341441543,0.0,2,8,4
-0.5929895897139137,-0.5960280998868055,-0.5968105407875832,-0.5812140290285763,-0.7402981728505773,1.0,3,8,5
-0.5814380509431838,-0.5940569505727082,-0.5882402614013309,-0.5890823490463184,-0.8286963344916489,0.0,4,8,6
-0.5891821133753203,-0.5996255506346764,-0.5852804584796323,-0.5897065750336059,-0.8365654074655309,0.0,0,8,9
-0.5901493141139726,-0.6042861031832234,-0.5984936453394789,-0.594888659438521,-0.7970855285281919,0.0,1,8,10
-0.595436573451565,-0.5962780993843035,-0.5888642881225421,-0.5818077274484144,-0.8279340881067145,1.0,2,8,11
-0.5821212346707489,-0.5858928303490543,-0.5756816685164861,-0.5816509488592947,-0.8589844187871315,1.0,3,8,12
-0.5820177360858145,-0.5778838622281071,-0.5751048367295772,-0.5634804795998982,-0.8443223853828047,1.0,4,8,13
-0.5629498315726278,-0.5714714774282981,-0.5589466497472511,-0.5562679732245956,-0.8728393677838808,1.0,0,8,16
-0.5560950824642246,-0.5645265764180891,-0.5529631218753339,-0.5493364748974874,-0.8299069611030154,1.0,1,8,17
-0.5501777851894292,-0.5651352217027843,-0.5557989273614015,-0.5617321247792795,-0.827575383925569,0.0,2,8,18
-0.5620882461015662,-0.5765391121971737,-0.5665818497227446,-0.5644479254985351,-0.823360609797108,0.0,3,8,19
-0.5645539073207768,-0.5661538431619244,-0.5576690861829192,-0.5509606012451593,-0.7854948996749244,1.0,4,8,20
-0.5511636643955198,-0.5464771861541815,-0.5444558983387786,-0.531321917420615,-0.828135859208609,1.0,0,8,23
-0.5316550984959494,-0.5399393673643009,-0.5350135953914641,-0.532945080321138,-0.8327317565295371,0.0,1,8,24
-0.5331497071464499,-0.5430358538071143,-0.5345765264790519,-0.5287303461604342,-0.7949557224526399,1.0,2,8,25
-0.5288453427585911,-0.5431929355419101,-0.5352625529023727,-0.5413123387516465,-0.8508687366887121,0.0,3,8,26
-0.5414241597750338,-0.553452673759671,-0.5464500555802219,-0.5519901613802694,-0.8835780742069275,0.0,4,8,27
-0.5523437351864715,-0.5639327911777461,-0.5637461406975006,-0.5693499643162767,-0.8612039009079699,0.0,0,8,30
-0.5698914218509001,-0.5778531788054098,-0.5755566129646794,-0.5777172227467853,-0.7934760677054142,0.0,1,8,31
-0.5779026536043705,-0.5818882983688896,-0.5709963704481726,-0.5670079100896919,-0.8376415200089676,1.0,2,9,1
-0.5674878601770017,-0.5826076144267209,-0.5804190642880964,-0.5763435768798584,-0.8459813922206031,0.0,3,9,2
-0.5751668388074691,-0.5674985931928578,-0.5682649542746401,-0.5531458758964964,-0.840264544333595,1.0,4,9,3
-0.5531926116886878,-0.5658090921090175,-0.5529326510823667,-0.5575164271714268,-0.839704069050555,0.0,1,9,7
-0.5576241584376491,-0.5644959898228086,-0.5573580334933717,-0.5572984968068548,-0.8258939580764488,1.0,2,9,8
-0.5579050955620959,-0.5666231597222577,-0.5558924540040657,-0.5530521749909991,-0.8419235511713934,1.0,3,9,9
-0.5524118032444978,-0.5620238762036536,-0.55174851868417,-0.5580785389222409,-0.860867615738146,0.0,4,9,10
-0.5582876048635086,-0.571909146243907,-0.5558618867502749,-0.5578911361251184,-0.8683555655195606,1.0,0,9,13
-0.5581555128239599,-0.5732548615849025,-0.5653042861584128,-0.5697246732699686,-0.8525053245151889,0.0,1,9,14
-0.5698223915747687,-0.574725045605907,-0.5739364687859516,-0.5804646101350648,-0.8418114561147854,0.0,2,9,15
-0.5811236096997972,-0.5959292964004197,-0.5908584453639854,-0.5867718814887575,-0.8457796211187087,0.0,3,9,16
-0.5860914205135155,-0.5898340668397701,-0.5792034994415804,-0.5802466797704928,-0.7888353323618429,1.0,4,9,17
-0.5805221652172088,-0.5913358995935343,-0.5756816685164861,-0.5782477478285757,-0.889563950229795,1.0,0,9,20
-0.578443923963736,-0.5935876340123749,-0.5982131599037217,-0.6004780985677263,-0.8336060979710795,0.0,1,9,21
-0.6004813094620971,-0.6150161232713798,-0.6039161068633525,-0.6078148344021037,-0.8053805627171842,0.0,2,9,22
-0.6079098708307009,-0.6183320216283754,-0.6228008082345105,-0.6280778408544887,-0.7957852258715391,0.0,3,9,23
-0.6288233145989501,-0.6416683637239942,-0.6341132690190487,-0.6319493560899714,-0.8079363300078467,0.0,4,9,24
-0.632038301195784,-0.6351305449341138,-0.6250449791344497,-0.6295767742959371,-0.8416321040242125,1.0,0,9,27
-0.6299502395995393,-0.6442649460231586,-0.644553708211113,-0.6323240660297909,-0.8091917946418563,0.0,1,9,28
-0.6325372102974223,-0.641824481136763,-0.6317765321475033,-0.6384429711392119,-0.8197511489743303,0.0,2,9,29
-0.6384681787591682,-0.6350989930287712,-0.6315895743387043,-0.6262672741707154,-0.7759219818406009,1.0,3,9,30
-0.626481851484485,-0.6417305980639989,-0.6344252833639483,-0.632573583063387,-0.772491873108396,0.0,4,10,1
-0.6325065938186771,-0.6336287121803497,-0.6255430860936197,-0.6199284161479988,-0.7967268243470463,1.0,0,10,4
-0.6200203952242505,-0.6245881931760338,-0.625263465852391,-0.6199915904721747,-0.7531666853491761,0.0,1,10,5
-0.6201644262609851,-0.6167679555226415,-0.613221626394461,-0.6014770354809613,-0.7925793072525502,1.0,2,10,6
-0.601573671509479,-0.6151722406841487,-0.602513487747214,-0.6065348894406739,-0.8218809550498823,0.0,3,10,7
-0.6068797039589142,-0.6101046059152728,-0.6027005420168363,-0.5954202436218856,-0.8016365878264768,1.0,4,10,8
-0.595518408326825,-0.6038484343676145,-0.5900484215050332,-0.5955760597499844,-0.8580876583342675,0.0,0,10,11
-0.5956120865689878,-0.6107933353778237,-0.6114883464656784,-0.6183674641245027,-0.8451743078130255,0.0,1,10,12
-0.6189281297930307,-0.6311261087933311,-0.6302489539403817,-0.636600914426968,-0.8120838471023428,0.0,2,10,13
-0.6368139424628929,-0.6410113778455497,-0.6393802041981482,-0.6312314282110585,-0.9963681201659007,1.0,3,10,14
-0.6313205545150113,-0.6465798810801009,-0.6527184468066605,-0.6575512255363913,-0.7618428427306356,0.0,4,10,15
-0.6577579060937253,-0.6622521019470615,-0.6548996580224379,-0.6480281559491023,-0.8133168927250308,1.0,0,10,18
-0.6479888448146407,-0.6417622458087233,-0.640969877583909,-0.6392861875787739,-0.7952920076224639,1.0,1,10,19
-0.6395330052003243,-0.636131412394785,-0.6325276332077543,-0.6208031236021594,-0.7683219370025782,1.0,2,10,20
-0.6210575904288973,-0.6362944766806817,-0.6350798773389501,-0.6301387903923259,-0.5972648806187648,0.0,3,10,21
-0.6301030321447785,-0.6234312083025935,-0.623112821595116,-0.6131222063815398,-0.7330568321937003,1.0,4,10,22
-0.6133410636029866,-0.6285295255061316,-0.6215231482093553,-0.6249873301954136,-0.7960542540073983,0.0,0,10,25
-0.6249843551937897,-0.6345673453010163,-0.6229257673254938,-0.6297010037550117,-0.7573142024436723,0.0,1,10,26
-0.6297284167781689,-0.6333471607775094,-0.6255745175576448,-0.620553702222989,-0.7767066472368569,1.0,2,10,27
-0.620371422444975,-0.6118879890838422,-0.6133968583074489,-0.5981054211192665,-0.6950341889922655,1.0,3,10,28
-0.5975473556199931,-0.5968412990174008,-0.590639958646044,-0.5875213003822688,-0.7125658558457573,1.0,4,10,29
-0.5875307657051185,-0.6012133532899797,-0.5887068394513586,-0.5955435096338113,-0.6824347046295258,0.0,0,11,1
-0.5951289673087143,-0.6006096294069412,-0.5961717112671527,-0.6021180187429742,-0.6972312521017823,0.0,1,11,2
-0.6021454617314275,-0.6106411740566497,-0.5971047718906786,-0.5994338046927428,-0.6738482232933528,1.0,2,11,3
-0.5991996664941792,-0.6045676545860639,-0.5931922027772398,-0.5964182170879719,-0.5801143369577402,1.0,3,11,4
-0.5964855134351941,-0.5916343355241631,-0.5896999774505844,-0.5900240816548674,-0.6340096401748683,1.0,4,11,5
-0.5936787429400718,-0.5982215560572366,-0.5885257450826122,-0.588607100388788,-0.5410604192355117,1.0,0,11,8
-0.5890766893682964,-0.5992490550096283,-0.5949374025077745,-0.5986191899124598,-0.6400851922430222,0.0,1,11,9
-0.599246938416232,-0.6102182684579764,-0.599754580239005,-0.6005500366122858,-0.6865149646900572,0.0,2,11,10
-0.6001037098391306,-0.6112754845349686,-0.5990015568523444,-0.6007906932849445,-0.7272727272727273,0.0,3,11,11
-0.6010639788610848,-0.5986454269659716,-0.5991521804281237,-0.5836300428623165,-0.6639166012778837,1.0,4,11,12
-0.5841836860828569,-0.596016231612021,-0.5824447494543881,-0.5844751852100487,-0.7254792063669993,0.0,0,11,15
-0.5843651686988727,-0.5822371013527736,-0.5779898569214741,-0.5675551914600794,-0.6539401412397714,1.0,1,11,16
-0.5679886947007293,-0.5822667236260268,-0.5660089600337723,-0.5724109098689236,-0.6665844636251541,0.0,2,11,17
-0.5720633413465355,-0.5707245655567195,-0.5653160130385178,-0.5573615735043493,-0.6487613496244815,1.0,3,11,18
-0.5577109039772348,-0.5724763009805645,-0.5564663053483896,-0.5604985012128754,-0.6653289989911445,0.0,4,11,19
-0.5601233237757997,-0.5649524737863301,-0.5562556043969102,-0.5520542981654666,-0.6109628965362628,1.0,0,11,22
-0.5520874450421771,-0.5660402764586028,-0.556435738094599,-0.5613130203387329,-0.6605089115570004,0.0,1,11,23
-0.5609672896136906,-0.5717214769257959,-0.5591149601040111,-0.5600764117625836,-0.7225647348951911,1.0,2,11,24
-0.560273226709086,-0.5706029908308261,-0.5556837718398193,-0.5619756708072579,-0.8748346597915032,0.0,4,11,26
-0.5623957556282546,-0.5773414083630461,-0.5653160130385178,-0.5660178335373938,-0.6863131935881628,0.0,0,11,29
-0.5663629572146642,-0.5716008675099644,-0.566550321797896,-0.5729316121287558,-0.6660015693307926,0.0,1,11,30
-0.5731675447890618,-0.5760124817104577,-0.5679243924474768,-0.5610408716653477,-0.6919403654298846,1.0,2,12,1
-0.5614799665184418,-0.5691071406281627,-0.5552319965890113,-0.5570302965903635,-0.7216679744423271,1.0,3,12,2
-0.5564440876466974,-0.542379736411315,-0.5496027762115956,-0.5326610872631985,-0.6426857975563278,1.0,4,12,3
-0.5327149186424966,-0.5466708370353588,-0.5350628100972934,-0.538693224933761,-0.716735791951575,0.0,0,12,6
-0.5391369012851985,-0.5510527331232165,-0.5436123277677447,-0.550364975931023,-0.6398834211411277,0.0,1,12,7
-0.5504144346481799,-0.5591210416300523,-0.5474048395749007,-0.5541645541080737,-0.6852370810447259,0.0,2,12,8
-0.5537308977916966,-0.5559178405056981,-0.5487296955186522,-0.5475900459850389,-0.6198408250196167,1.0,3,12,9
-0.547398645930816,-0.5489680180938323,-0.5424686626535631,-0.5387237525012107,-0.6374845869297164,1.0,4,12,10
-0.5395500270653564,-0.551355126133475,-0.5381338274269316,-0.5418902453161647,-0.682883084855958,0.0,0,12,13
-0.5417308036997794,-0.5528055306845403,-0.540029554272422,-0.5450872647124403,-0.5690841833875127,0.0,1,12,14
-0.5453351356844407,-0.5482121328896201,-0.5412638630318001,-0.5386626017118865,-0.49371146732429105,1.0,2,12,15
-0.5388657845035236,-0.5518985453085978,-0.5418662628426816,-0.5367328141136349,-0.5911893285506109,1.0,3,12,16
-0.5356094944973508,-0.5381796239178844,-0.5287712099784136,-0.5354962055374854,-0.4044613832529985,1.0,4,12,17
-0.5358983265424802,-0.5454624249472544,-0.5431911187864329,-0.5466552468431287,-0.7246272839367784,0.0,0,12,20
-0.5469471053673929,-0.5525941258048945,-0.5444628189107121,-0.5411062537577567,-0.7018944064566752,1.0,1,12,21
-0.5413255718544248,-0.5503878360496168,-0.5362065716722986,-0.5408045409640712,-0.7607891491985204,1.0,2,12,22
-0.5410672606577578,-0.5323176051663261,-0.5342202011816117,-0.5208689596093308,-0.7994619437282816,1.0,3,12,23
-0.5205037842900861,-0.529145086476634,-0.5166476672187481,-0.5223165650834132,-0.7688824122856183,0.0,0,12,27
-0.5226145674443936,-0.5249745952684222,-0.5164891614156832,-0.5138723620360044,-0.8135859208608901,1.0,1,12,28
-0.5143687082704238,-0.5224362912176674,-0.5122144025804576,-0.5130883704775964,-0.8621903374061204,1.0,2,12,29
-0.5132368726055092,-0.5198980839943295,-0.5101374849053975,-0.5162242390845475,-0.8673018719874455,0.0,3,12,30
-0.5162812557633665,-0.5225024816492672,-0.5105233203247472,-0.5118596588152351,-0.9210626611366439,1.0,4,12,31
-0.5115126428291181,-0.5245181113049004,-0.5240209337339936,-0.525627027669656,-0.638291671337294,0.0,0,1,3
-0.526507827104467,-0.5415073905496648,-0.555443561750725,-0.5610862296132235,-0.6188543885214662,0.0,1,1,4
-0.5620369301030099,-0.5548419051201754,-0.5601465466000193,-0.5487871709783763,-0.5633224974778612,1.0,2,1,5
-0.5498120279474863,-0.5451245239400586,-0.5444194676449354,-0.5359074130642443,-0.6230467436386056,1.0,3,1,6
-0.5366318630646174,-0.5239124577897729,-0.5304946863377953,-0.5093510031775721,-0.604326869185069,1.0,4,1,7
